2018-07-18 22:56:43 -0300, 67
2018-07-19 15:34:36 -0300, 67
2018-07-20 18:56:35 -0300, 71
2018-07-20 20:25:41 -0300, 61
2018-07-21 16:09:37 -0300, 60
2018-07-22 23:54:38 -0300, 65
2018-07-24 16:21:46 -0300, 66
2018-07-24 23:48:33 -0300, 66
2018-07-25 22:55:49 -0300, 73
2018-07-26 12:27:44 -0300, 67
2018-07-27 22:36:24 -0300, 65
2018-07-28 20:45:49 -0300, 70
2018-07-29 21:11:45 -0300, 68
2018-07-30 19:01:00 -0300, 63
2018-07-31 21:20:52 -0300, 68
2018-08-02 17:43:11 -0300, 63
2018-08-02 20:00:39 -0300, 65
2018-08-03 17:30:44 -0300, 76
2018-08-04 17:30:50 -0300, 75
2018-08-05 16:51:48 -0300, 77
2018-08-07 21:51:08 -0300, 66
2018-08-07 21:51:11 -0300, 61
2018-08-09 08:22:13 -0300, 67
2018-08-09 23:45:25 -0300, 62
2018-08-10 18:10:00 -0300, 70
2018-08-11 15:21:10 -0300, 70
2018-08-11 23:14:53 -0300, 73
2018-08-12 19:10:13 -0300, 60
2018-08-13 13:12:26 -0300, 63
2018-08-15 20:12:19 -0300, 61
2018-08-16 14:27:17 -0300, 64
2018-08-16 14:27:19 -0300, 67
2018-08-17 16:51:12 -0300, 71
2018-08-18 21:24:31 -0300, 65
2018-08-20 11:47:12 -0300, 65
2018-08-20 23:20:32 -0300, 65
2018-08-21 17:13:21 -0300, 60
2018-08-22 18:09:35 -0300, 60
2018-08-23 22:34:20 -0300, 72
2018-08-25 08:37:42 -0300, 70
2018-08-25 22:50:02 -0300, 73
2018-08-26 23:52:56 -0300, 69
2018-08-28 23:41:00 -0300, 67
2018-08-28 23:41:01 -0300, 65
2018-08-29 20:50:03 -0300, 69
2018-08-31 00:00:00 -0300, 69
2018-09-01 00:54:49 -0300, 67
2018-09-01 23:16:00 -0300, 67
2018-09-02 21:36:02 -0300, 59
2018-09-04 11:53:40 -0300, 66
2018-09-04 23:02:05 -0300, 66
2018-09-05 23:31:47 -0300, 62
2018-09-06 18:03:25 -0300, 67
2018-09-07 23:00:01 -0300, 68
2018-09-08 21:27:18 -0300, 60
2018-09-09 18:02:48 -0300, 65
2018-09-10 18:48:04 -0300, 67
2018-09-11 21:07:40 -0300, 64
2018-09-12 23:08:50 -0300, 67
2018-09-13 22:18:01 -0300, 71
2018-09-14 23:41:55 -0300, 70
2018-09-15 22:26:43 -0300, 68
2018-09-17 21:24:25 -0300, 64
2018-09-18 00:52:57 -0300, 68
2018-09-18 20:40:58 -0300, 67
2018-09-20 00:39:13 -0300, 68
2018-09-20 21:38:28 -0300, 66
2018-09-21 22:24:21 -0300, 66
2018-09-22 14:49:00 -0300, 67
2018-09-23 19:03:14 -0300, 60
2018-09-24 19:38:13 -0300, 64
2018-09-25 18:48:23 -0300, 59
2018-09-26 20:53:41 -0300, 68
2018-09-28 07:37:59 -0300, 63
2018-09-28 19:42:34 -0300, 65
2018-09-30 14:03:41 -0300, 63
2018-09-30 20:53:01 -0300, 64
2018-10-01 23:02:28 -0300, 65
2018-10-03 17:06:16 -0300, 71
2018-10-03 23:46:12 -0300, 69
2018-10-04 20:02:01 -0300, 67
2018-10-05 14:21:51 -0300, 71
2018-10-06 19:58:46 -0300, 67
2018-10-07 22:26:13 -0300, 70
2018-10-08 22:23:21 -0300, 67
2018-10-09 22:26:57 -0300, 70
2018-10-10 22:48:10 -0300, 67
2018-10-11 20:58:46 -0300, 65
2018-10-12 20:08:40 -0300, 72
2018-10-14 14:36:59 -0300, 61
2018-10-14 21:35:28 -0300, 74
2018-10-15 21:20:23 -0300, 73
2018-10-16 23:35:23 -0300, 79
2018-10-17 22:47:22 -0300, 69
2018-10-18 19:16:43 -0300, 71
2018-10-19 22:03:48 -0300, 71
2018-10-20 19:16:09 -0300, 74
2018-10-21 22:22:41 -0300, 80
2018-10-22 22:30:35 -0300, 77
2018-10-23 19:57:22 -0300, 67
2018-10-24 19:01:53 -0300, 64
2018-10-25 20:06:41 -0300, 60
2018-10-27 19:04:39 -0300, 71
2018-10-27 20:54:05 -0300, 68
2018-10-28 22:50:01 -0300, 63
2018-10-29 14:29:34 -0300, 66
2018-10-30 20:49:31 -0300, 70
2018-10-31 23:35:25 -0300, 70
2018-11-01 16:59:49 -0300, 59
2018-11-02 19:38:01 -0300, 65
2018-11-03 23:58:57 -0300, 62
2018-11-04 21:49:30 -0300, 64
2018-11-06 22:32:32 -0300, 62
2018-11-06 23:38:36 -0300, 63
2018-11-07 14:15:29 -0300, 61
2018-11-09 02:39:07 -0300, 67
2018-11-09 21:18:17 -0300, 72
2018-11-11 23:39:11 -0300, 67
2018-11-12 00:01:31 -0300, 67
2018-11-12 23:43:20 -0300, 68
2018-11-13 22:19:08 -0300, 68
2018-11-14 22:43:46 -0300, 69
2018-11-16 16:14:42 -0300, 68
2018-11-16 23:29:45 -0300, 70
2018-11-17 23:14:39 -0300, 65
2018-11-18 19:50:16 -0300, 62
2018-11-19 23:34:29 -0300, 70
2018-11-20 18:08:49 -0300, 65
2018-11-22 00:00:02 -0300, 68
2018-11-22 19:41:04 -0300, 65
2018-11-23 22:08:43 -0300, 73
2018-11-24 18:05:16 -0300, 68
2018-11-25 21:30:05 -0300, 65
2018-11-26 21:42:16 -0300, 63
2018-11-27 18:12:18 -0300, 70
2018-11-28 21:44:21 -0300, 72
2018-11-29 23:03:48 -0300, 64
2018-11-30 22:34:11 -0300, 73
2018-12-01 15:46:14 -0300, 66
2018-12-02 22:29:38 -0300, 67
2018-12-03 20:54:45 -0300, 67
2018-12-05 18:31:46 -0300, 67
2018-12-06 10:01:44 -0300, 67
2018-12-06 20:21:07 -0300, 69
2018-12-07 20:07:38 -0300, 67
2018-12-08 21:33:40 -0300, 71
